"gameID","home","away","OT","SO"
1057,"Tampa Bay Lightning","Washington Capitals",0,0
1058,"Carolina Hurricanes","Nashville Predators",0,0
1059,"Minnesota Wild","New York Rangers",0,0
1060,"Arizona Coyotes","St. Louis Blues",0,0
1061,"Edmonton Oilers","Vancouver Canucks",0,0
1062,"San Jose Sharks","Anaheim Ducks",0,0
1063,"New Jersey Devils","Columbus Blue Jackets",0,0
1064,"Pittsburgh Penguins","Florida Panthers",0,0
1065,"Winnipeg Jets","Minnesota Wild",0,0
1066,"Philadelphia Flyers","Carolina Hurricanes",1,0
1067,"Chicago Blackhawks","Colorado Avalanche",0,0
1068,"Montréal Canadiens","Ottawa Senators",0,0
1069,"Calgary Flames","Los Angeles Kings",0,0
1070,"Toronto Maple Leafs","Boston Bruins",0,0
1071,"Detroit Red Wings","Buffalo Sabres",0,0
1072,"Nashville Predators","Arizona Coyotes",0,0
1073,"Dallas Stars","San Jose Sharks",0,0
1074,"Edmonton Oilers","Los Angeles Kings",0,0
1075,"Boston Bruins","Ottawa Senators",0,0
1076,"Buffalo Sabres","Pittsburgh Penguins",0,0
1077,"New Jersey Devils","New York Rangers",1,0
1078,"Washington Capitals","Calgary Flames",0,0
1079,"Montréal Canadiens","Detroit Red Wings",1,0
1080,"Tampa Bay Lightning","Arizona Coyotes",0,0
1081,"Florida Panthers","Carolina Hurricanes",0,0
1082,"Minnesota Wild","San Jose Sharks",0,0
1083,"Winnipeg Jets","Philadelphia Flyers",0,0
1084,"Chicago Blackhawks","Vancouver Canucks",1,0
1085,"Colorado Avalanche","St. Louis Blues",0,0
1086,"Columbus Blue Jackets","Toronto Maple Leafs",0,0
1087,"New York Rangers","New York Islanders",0,0
1088,"Anaheim Ducks","Edmonton Oilers",0,0
1089,"Boston Bruins","Tampa Bay Lightning",0,0
1090,"Washington Capitals","Columbus Blue Jackets",1,1
1091,"Toronto Maple Leafs","New Jersey Devils",0,0
1092,"Montréal Canadiens","Carolina Hurricanes",0,0
1093,"Ottawa Senators","Pittsburgh Penguins",1,1
1094,"Florida Panthers","Arizona Coyotes",0,0
1095,"St. Louis Blues","Vancouver Canucks",0,0
1096,"Nashville Predators","Calgary Flames",0,0
1097,"Minnesota Wild","Philadelphia Flyers",0,0
1098,"Chicago Blackhawks","Dallas Stars",1,1
1099,"Colorado Avalanche","Edmonton Oilers",0,0
1100,"Los Angeles Kings","Winnipeg Jets",0,0
1101,"Pittsburgh Penguins","New York Islanders",1,1
1102,"Detroit Red Wings","Tampa Bay Lightning",1,0
1103,"Dallas Stars","San Jose Sharks",0,0
1104,"Anaheim Ducks","Winnipeg Jets",0,0
1105,"Columbus Blue Jackets","Philadelphia Flyers",0,0
1106,"Minnesota Wild","Vancouver Canucks",0,0
1107,"Buffalo Sabres","Toronto Maple Leafs",0,0
1108,"Montréal Canadiens","Ottawa Senators",0,0
1109,"Florida Panthers","Chicago Blackhawks",0,0
1110,"New Jersey Devils","Carolina Hurricanes",0,0
1111,"New York Islanders","Boston Bruins",0,0
1112,"Washington Capitals","Arizona Coyotes",0,0
1113,"St. Louis Blues","Calgary Flames",1,0
1114,"Nashville Predators","San Jose Sharks",0,0
1115,"Edmonton Oilers","Colorado Avalanche",0,0
1116,"Los Angeles Kings","New York Rangers",0,0
1117,"Pittsburgh Penguins","Philadelphia Flyers",0,0
1118,"New Jersey Devils","Dallas Stars",1,0
1119,"Detroit Red Wings","Minnesota Wild",1,0
1120,"Winnipeg Jets","Vancouver Canucks",0,0
1121,"Anaheim Ducks","New York Rangers",0,0
1122,"Buffalo Sabres","Florida Panthers",0,0
1123,"New York Islanders","Nashville Predators",0,0
1124,"Tampa Bay Lightning","Chicago Blackhawks",1,0
1125,"St. Louis Blues","Arizona Coyotes",0,0
1126,"Calgary Flames","Colorado Avalanche",0,0
1127,"Boston Bruins","Nashville Predators",0,0
1128,"Philadelphia Flyers","Ottawa Senators",1,1
1129,"Carolina Hurricanes","Detroit Red Wings",0,0
1130,"Columbus Blue Jackets","Buffalo Sabres",0,0
1131,"Toronto Maple Leafs","Florida Panthers",0,0
1132,"Montréal Canadiens","Dallas Stars",0,0
1133,"Minnesota Wild","Washington Capitals",1,0
1134,"Edmonton Oilers","Los Angeles Kings",0,0
1135,"Vancouver Canucks","Anaheim Ducks",0,0
1136,"San Jose Sharks","New York Rangers",1,0
1137,"Pittsburgh Penguins","Chicago Blackhawks",0,0
1138,"Calgary Flames","Los Angeles Kings",0,0
1139,"Colorado Avalanche","Washington Capitals",0,0
1140,"Arizona Coyotes","St. Louis Blues",0,0
1141,"Boston Bruins","Dallas Stars",0,0
1142,"Philadelphia Flyers","New York Islanders",0,0
1143,"Carolina Hurricanes","Columbus Blue Jackets",1,0
1144,"Montréal Canadiens","Florida Panthers",0,0
1145,"Tampa Bay Lightning","Detroit Red Wings",0,0
1146,"Nashville Predators","Toronto Maple Leafs",0,0
1147,"Minnesota Wild","Ottawa Senators",0,0
1148,"Winnipeg Jets","Anaheim Ducks",1,0
1149,"Edmonton Oilers","San Jose Sharks",0,0
1150,"New York Rangers","Pittsburgh Penguins",1,1
1151,"New York Islanders","New Jersey Devils",0,0
1152,"Chicago Blackhawks","Columbus Blue Jackets",0,0
1153,"Colorado Avalanche","St. Louis Blues",1,1
1154,"Calgary Flames","San Jose Sharks",0,0
1155,"Vancouver Canucks","Los Angeles Kings",0,0
1156,"Arizona Coyotes","Washington Capitals",0,0
1157,"Boston Bruins","Florida Panthers",0,0
1158,"Nashville Predators","Minnesota Wild",0,0
1159,"Detroit Red Wings","Toronto Maple Leafs",0,0
1160,"Tampa Bay Lightning","Montréal Canadiens",1,0
1161,"Philadelphia Flyers","New Jersey Devils",0,0
1162,"Carolina Hurricanes","Dallas Stars",0,0
1163,"Winnipeg Jets","Ottawa Senators",0,0
1164,"Edmonton Oilers","Anaheim Ducks",1,0
1165,"Chicago Blackhawks","Boston Bruins",0,0
1166,"Buffalo Sabres","New York Islanders",0,0
1167,"Pittsburgh Penguins","Carolina Hurricanes",0,0
1168,"Tampa Bay Lightning","Dallas Stars",0,0
1169,"Columbus Blue Jackets","Washington Capitals",0,0
1170,"St. Louis Blues","Nashville Predators",0,0
1171,"Minnesota Wild","Colorado Avalanche",0,0
1172,"Vancouver Canucks","San Jose Sharks",0,0
1173,"New York Rangers","Philadelphia Flyers",0,0
1174,"Calgary Flames","Anaheim Ducks",0,0
1175,"Los Angeles Kings","Arizona Coyotes",0,0
1176,"Buffalo Sabres","Toronto Maple Leafs",0,0
1177,"Detroit Red Wings","Ottawa Senators",1,1
1178,"Florida Panthers","Montréal Canadiens",0,0
1179,"Boston Bruins","Tampa Bay Lightning",0,0
1180,"New Jersey Devils","Philadelphia Flyers",1,0
1181,"Pittsburgh Penguins","Columbus Blue Jackets",0,0
1182,"Toronto Maple Leafs","Washington Capitals",0,0
1183,"Ottawa Senators","Detroit Red Wings",0,0
1184,"St. Louis Blues","Winnipeg Jets",0,0
1185,"Nashville Predators","New York Islanders",1,0
1186,"Minnesota Wild","Carolina Hurricanes",0,0
1187,"Dallas Stars","Arizona Coyotes",1,0
1188,"Colorado Avalanche","Chicago Blackhawks",1,0
1189,"Anaheim Ducks","Calgary Flames",0,0
1190,"Los Angeles Kings","Edmonton Oilers",0,0
1191,"San Jose Sharks","Vancouver Canucks",0,0
1192,"Buffalo Sabres","Montréal Canadiens",0,0
1193,"Washington Capitals","New York Rangers",0,0
1194,"Boston Bruins","Ottawa Senators",1,1
1195,"New Jersey Devils","Pittsburgh Penguins",0,0
1196,"Carolina Hurricanes","New York Islanders",0,0
1197,"Columbus Blue Jackets","Winnipeg Jets",0,0
1198,"Toronto Maple Leafs","Tampa Bay Lightning",0,0
1199,"Florida Panthers","St. Louis Blues",0,0
1200,"Dallas Stars","Nashville Predators",0,0
1201,"Colorado Avalanche","Minnesota Wild",0,0
1202,"Arizona Coyotes","Vancouver Canucks",0,0
1203,"Anaheim Ducks","Chicago Blackhawks",0,0
1204,"Los Angeles Kings","Calgary Flames",0,0
1205,"San Jose Sharks","Edmonton Oilers",0,0
1206,"Montréal Canadiens","Tampa Bay Lightning",0,0
1207,"Ottawa Senators","New York Rangers",0,0
1208,"Philadelphia Flyers","Columbus Blue Jackets",0,0
1209,"Boston Bruins","Washington Capitals",0,0
1210,"New Jersey Devils","New York Islanders",0,0
1211,"Toronto Maple Leafs","Pittsburgh Penguins",0,0
1212,"Detroit Red Wings","Montréal Canadiens",1,0
1213,"Florida Panthers","Buffalo Sabres",0,0
1214,"Carolina Hurricanes","St. Louis Blues",1,1
1215,"Winnipeg Jets","Nashville Predators",0,0
1216,"Dallas Stars","Colorado Avalanche",1,1
1217,"Arizona Coyotes","Minnesota Wild",0,0
1218,"Vancouver Canucks","Edmonton Oilers",0,0
1219,"San Jose Sharks","Calgary Flames",0,0
1220,"Los Angeles Kings","Chicago Blackhawks",1,0
1221,"Detroit Red Wings","New Jersey Devils",0,0
1222,"Tampa Bay Lightning","Buffalo Sabres",0,0
1223,"New York Islanders","Ottawa Senators",0,0
1224,"Toronto Maple Leafs","Columbus Blue Jackets",0,0
1225,"St. Louis Blues","Colorado Avalanche",0,0
1226,"New York Rangers","Pittsburgh Penguins",0,0
1227,"Philadelphia Flyers","Carolina Hurricanes",1,1
1228,"Washington Capitals","Florida Panthers",0,0
1229,"Anaheim Ducks","Los Angeles Kings",1,0
1230,"Edmonton Oilers","Vancouver Canucks",0,0
